title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Drop It	Sub	HV1	0	0	0	22.008	0									TRUE	6	NP	F	0	-	713		TRUE	9	EX	A	1518	16	1032		TRUE	11	HC	B	1834	43	1419	2.20080000E+001									TRUE	6	NP	F	0	-	731		TRUE	9	NP	F	0	-	1035		TRUE	11	NP	F	0	-	1435										
Primitive Vibes	Sub	HV1	0	0	0	29.601	0	TRUE	3	NP	F	0	-	298		TRUE	6	NP	F	0	-	587		TRUE	10	FC	AA	1671	5	1004		TRUE	12	HC	A	2277	35	1564	2.96010000E+001									TRUE	6	NP	F	0	-	589		TRUE	9	NP	F	0	-	1019		TRUE	12	NP	F	0	-	1534										
Double Dribble	Sub	HV2	0	0	0	23.826	0									TRUE	6	NP	F	0	-	654		TRUE	10	EX	A	1536	16	1009		TRUE	12	NC	B	2166	97	1683	2.38260000E+001									TRUE	6	NP	F	0	-	600		TRUE	10	NP	F	0	-	1057		TRUE	12	NP	F	0	-	1874										
Virus Funk	Sub	HV1	0	0	0	24.43	0									TRUE	4	NP	F	0	-	397		TRUE	7	FC	AA	1351	1	785		TRUE	10	EX	AA	1745	15	1119	2.44300000E+001									TRUE	5	NP	F	0	-	443		TRUE	7	NP	F	0	-	703		TRUE	10	NP	F	0	-	1009										
Override	Sub	HV2	0	0	0	29.4975	0									TRUE	5	NP	F	0	-	480		TRUE	8	FC	AA	1444	0	821		TRUE	11	EX	A	2185	18	1471	2.94975000E+001									TRUE	5	NP	F	0	-	492		TRUE	8	NP	F	0	-	815		TRUE	11	NP	F	0	-	1445										
Voo Doo Bamboleo	Sub	HV1	0	0	0	28.308	0									TRUE	5	NP	F	0	-	459		TRUE	8	FC	AA	1341	0	786		TRUE	10	EX	AA	2022	10	1262	2.83080000E+001									TRUE	5	NP	F	0	-	472		TRUE	7	NP	F	0	-	809		TRUE	10	NP	F	0	-	1361										
Infinity Mirror	Sub	HV2	0	0	0	25.438	0									TRUE	5	NP	F	0	-	436		TRUE	8	FC	AAA	1269	0	709		TRUE	10	EX	AA	1817	17	1164	2.54380000E+001									TRUE	5	NP	F	0	-	422		TRUE	8	NP	F	0	-	729		TRUE	10	NP	F	0	-	1303										
灼熱Beach Side Bunny (Masayoshi Iimori Remix)	Sub	HV2	0	0	0	17.472	0									TRUE	4	NP	F	0	-	336		TRUE	7	NP	F	0	-	583		TRUE	10	HC	A	1344	38	933	1.74720000E+001									TRUE	4	NP	F	0	-	335		TRUE	7	NP	F	0	-	594		TRUE	10	NP	F	0	-	941										
Volcanic Dragon	Sub	HV1	0	0	0	30.0105	0									TRUE	6	NP	F	0	-	548		TRUE	8	FC	AA	1550	7	914		TRUE	11	EX	A	2223	15	1495	3.00105000E+001									TRUE	6	NP	F	0	-	620		TRUE	8	NP	F	0	-	861		TRUE	11	NP	F	0	-	1412										
Ska-sh All Neurons!!	Sub	HV1	0	0	0	27.666	0									TRUE	4	NP	F	0	-	497		TRUE	7	NP	F	0	-	739		TRUE	10	FC	AA	1908	1	1176	2.76660000E+001									TRUE	4	NP	F	0	-	502		TRUE	7	NP	F	0	-	692		TRUE	10	NP	F	0	-	1139										
SCREW // owo // SCREW	Base	Base	0	0	0	24.822	0									TRUE	6	NP	F	0	-	567		TRUE	9	EX	AA	1773	8	1111	2.48220000E+001	TRUE	12	NP	F	0	-	1567										TRUE	6	NP	F	0	-	568		TRUE	9	NP	F	0	-	1104		TRUE	12	NP	F	0	-	1542										
Calvados Queen	Sub	HV1	0	0	0	25.9335	0									TRUE	5	NP	F	0	-	502		TRUE	8	FC	AA	1359	0	777		TRUE	10	EX	A	1921	15	1245	2.59335000E+001									TRUE	5	NP	F	0	-	500		TRUE	8	NP	F	0	-	760		TRUE	10	NP	F	0	-	1244										
深淵に捧ぐレクイエム	Sub	HV1	0	0	0	20.1495	0									TRUE	5	NP	F	0	-	431		TRUE	9	EX	AA	1395	11	843		TRUE	12	EC	B	1919	103	1537	2.01495000E+001									TRUE	5	NP	F	0	-	442		TRUE	9	NP	F	0	-	846		TRUE	12	NP	F	0	-	1456										
Moving on	Bits	Bits	5000	8000	11000	29.133	0									FALSE	5	NP	F	0	-	525		TRUE	8	FC	AA	1666	0	979		TRUE	11	EX	A	2158	15	1501	2.91330000E+001									FALSE	5	NP	F	0	-	542		TRUE	8	NP	F	0	-	933		TRUE	11	NP	F	0	-	1480										
TRIUMPH	Sub	HV1	0	0	0	23.086	0									TRUE	6	NP	F	0	-	475		TRUE	9	EX	AA	1649	10	1019	2.30860000E+001	TRUE	12	F	B	2058	169	1724										TRUE	6	NP	F	0	-	477		TRUE	9	NP	F	0	-	959		TRUE	12	NP	F	0	-	1691										
BEAT PRISONER	Sub	HV2	0	0	0	24.248	0									TRUE	6	NP	F	0	-	629		TRUE	9	EX	AA	1732	2	1083	2.42480000E+001	TRUE	12	F	B	2071	164	1844										TRUE	7	NP	F	0	-	628		TRUE	9	NP	F	0	-	1075		TRUE	12	NP	F	0	-	1752										
Change Yourself	Sub	HV2	0	0	0	24.705	0									TRUE	5	NP	F	0	-	493		TRUE	9	FC	AA	1457	0	890		TRUE	11	EX	A	1830	16	1288	2.47050000E+001									TRUE	5	NP	F	0	-	462		TRUE	9	NP	F	0	-	833		TRUE	11	NP	F	0	-	1260										
NEWALONE	Sub	HV1	0	0	0	23.66	0									TRUE	4	NP	F	0	-	303		TRUE	7	NP	F	0	-	662		TRUE	9	EX	AA	1690	11	1012	2.36600000E+001									TRUE	4	NP	F	0	-	352		TRUE	7	NP	F	0	-	643		TRUE	9	NP	F	0	-	980										
beatAffection	Sub	HV1	0	0	0	29.33	0									TRUE	5	NP	F	0	-	524		TRUE	8	FC	AA	1354	2	792		TRUE	10	EX	AA	2095	14	1341	2.93300000E+001									TRUE	5	NP	F	0	-	522		TRUE	8	NP	F	0	-	730		TRUE	10	NP	F	0	-	1232										
Friction[!]Function	Sub	HV1	0	0	0	22.997	0									TRUE	6	NP	F	0	-	560		TRUE	9	FC	AA	1586	2	911	2.29970000E+001	TRUE	12	NC	B	2036	82	1634										TRUE	6	NP	F	0	-	553		TRUE	9	NP	F	0	-	1008		TRUE	12	NP	F	0	-	1546										
GIGA VIOLATE	Sub	HV2	0	0	0	25.519	0									TRUE	6	NP	F	0	-	565		TRUE	8	FC	AA	1422	1	833		TRUE	11	HC	A	1963	35	1392	2.55190000E+001									TRUE	6	NP	F	0	-	547		TRUE	8	NP	F	0	-	827		TRUE	11	NP	F	0	-	1445										
Crank It	Sub	HV2	0	0	0	29.456	0									TRUE	4	NP	F	0	-	393		TRUE	7	NP	F	0	-	731		TRUE	9	EX	AA	2104	10	1228	2.94560000E+001									TRUE	4	NP	F	0	-	401		TRUE	7	NP	F	0	-	737		TRUE	9	NP	F	0	-	1164										
Duration	Sub	HV1	0	0	0	24.5485	0									TRUE	3	NP	F	0	-	272		TRUE	6	NP	F	0	-	514		TRUE	9	FC	AA	1693	4	978	2.45485000E+001									TRUE	3	NP	F	0	-	265		TRUE	6	NP	F	0	-	496		TRUE	9	NP	F	0	-	943										
Rave lithosphere	Sub	HV2	0	0	0	25.74	0									TRUE	5	NP	F	0	-	554		TRUE	8	FC	AA	1476	2	898		TRUE	11	HC	A	1980	30	1344	2.57400000E+001									TRUE	5	NP	F	0	-	568		TRUE	8	NP	F	0	-	881		TRUE	11	NP	F	0	-	1360										
S!ck (Nhato Remix)	Bits	Bits	6000	9000	11000	22.347	0									FALSE	6	NP	F	0	-	506		TRUE	9	FC	AA	1341	2	830		TRUE	11	HC	A	1719	33	1279	2.23470000E+001									FALSE	6	NP	F	0	-	556		TRUE	9	NP	F	0	-	922		TRUE	11	NP	F	0	-	1313										
fairy cocktail	Sub	HV1	0	0	0	19.7055	0									TRUE	3	NP	F	0	-	230		TRUE	6	NP	F	0	-	559		TRUE	8	FC	AA	1359	2	828	1.97055000E+001									TRUE	3	NP	F	0	-	230		TRUE	6	NP	F	0	-	567		TRUE	8	NP	F	0	-	861										
Mel	Sub	HV2	0	0	0	29.31	0									TRUE	4	NP	F	0	-	396		TRUE	7	NP	F	0	-	767		TRUE	9	FC	AAA	1954	1	1088	2.93100000E+001									TRUE	4	NP	F	0	-	405		TRUE	7	NP	F	0	-	713		TRUE	9	NP	F	0	-	1026										
Hyper Drive feat. ぷにぷに電機	Sub	HV1	0	0	0	25.027	0									TRUE	3	NP	F	0	-	335		TRUE	7	NP	F	0	-	775		TRUE	9	FC	AA	1726	5	1000	2.50270000E+001									TRUE	3	NP	F	0	-	339		TRUE	7	NP	F	0	-	761		TRUE	9	NP	F	0	-	1000										
Theory	Sub	HV1	0	0	0	19.085	0									TRUE	5	NP	F	0	-	412		TRUE	8	FC	AA	1245	1	745		TRUE	11	NC	B	1735	74	1342	1.90850000E+001									TRUE	5	NP	F	0	-	418		TRUE	8	NP	F	0	-	731		TRUE	11	NP	F	0	-	1309										
And-RoiD	Sub	HV2	0	0	0	24.476	0									TRUE	4	NP	F	0	-	373		TRUE	7	FC	AAA	1218	0	672		TRUE	9	FC	AA	1688	2	1008	2.44760000E+001									TRUE	4	NP	F	0	-	384		TRUE	7	NP	F	0	-	682		TRUE	9	NP	F	0	-	985										
ランカーキラーガール	Sub	HV1	0	0	0	27.183	0									TRUE	6	NP	F	0	-	583		TRUE	9	FC	AA	1672	1	955		TRUE	11	HC	A	2091	36	1479	2.71830000E+001									TRUE	6	NP	F	0	-	604		TRUE	9	NP	F	0	-	903		TRUE	11	NP	F	0	-	1419										
VIBRΛ	Bits	Bits	5000	7500	10000	20.762	0									FALSE	5	NP	F	0	-	472		FALSE	7	NP	F	0	-	666		TRUE	10	EX	AA	1483	12	941	2.07620000E+001									FALSE	5	NP	F	0	-	475		FALSE	8	NP	F	0	-	670		TRUE	10	NP	F	0	-	1032										
Silly Love	Sub	SS1	0	0	0	21.7215	0									TRUE	4	NP	F	0	-	406		TRUE	8	FC	AA	1124	0	716		TRUE	10	EX	A	1609	11	1061	2.17215000E+001									TRUE	4	NP	F	0	-	401		TRUE	8	NP	F	0	-	712		TRUE	10	NP	F	0	-	1051										
Inferno of Fomalhaut	Sub	HV2	0	0	0	19.818	0									TRUE	5	NP	F	0	-	523		TRUE	10	EX	A	1468	17	980	1.98180000E+001	TRUE	12	NP	F	0	-	1701										TRUE	6	NP	F	0	-	531		TRUE	9	NP	F	0	-	967		TRUE	12	NP	F	0	-	1723										
ピアノ協奏曲第1番”蠍火” (BlackY Remix)	Bits	Bits	5500	9500	12000	26.4335	0									FALSE	5	NP	F	0	-	521		TRUE	9	FC	AA	1823	1	1072	2.64335000E+001	TRUE	12	F	B	2294	153	1926										FALSE	6	NP	F	0	-	610		TRUE	10	NP	F	0	-	1130		TRUE	12	NP	F	0	-	1937										
Horizons of Promise	Sub	HV2	0	0	0	30.912	0									TRUE	4	NP	F	0	-	476		TRUE	7	NP	F	0	-	765		TRUE	10	EX	AA	2208	17	1322	3.09120000E+001									TRUE	4	NP	F	0	-	472		TRUE	7	NP	F	0	-	762		TRUE	10	NP	F	0	-	1366										
Shiva	Bits	Bits	4000	8000	11000	23.856	0									FALSE	4	NP	F	0	-	370		TRUE	8	FC	AA	1256	4	753		TRUE	11	EX	AA	1704	11	1085	2.38560000E+001									FALSE	4	NP	F	0	-	347		TRUE	8	NP	F	0	-	726		TRUE	11	NP	F	0	-	1040										
Backyard Stars	Sub	HV1	0	0	0	23.3955	0									TRUE	6	NP	F	0	-	540		TRUE	9	EX	AA	1381	4	844		TRUE	10	EX	A	1733	15	1155	2.33955000E+001									TRUE	6	NP	F	0	-	543		TRUE	9	NP	F	0	-	838		TRUE	11	NP	F	0	-	1222										
THE F∀UST	Sub	HV1	0	0	0	24.0975	0									TRUE	7	NP	F	0	-	691		TRUE	10	EX	A	1785	12	1183	2.40975000E+001	TRUE	12	F	C	1746	246	1851										TRUE	7	NP	F	0	-	701		TRUE	10	NP	F	0	-	1143		TRUE	12	NP	F	0	-	1838										
Smashing Wedge	Sub	HV1	0	0	0	23.247	0									TRUE	5	NP	F	0	-	492		TRUE	10	EX	A	1722	18	1141	2.32470000E+001	TRUE	12	F	B	2213	191	1957										TRUE	5	NP	F	0	-	555		TRUE	10	NP	F	0	-	1270		TRUE	12	NP	F	0	-	1969										
Advent Infamous	Bits	Bits	5000	8000	11000	26.741	0									FALSE	5	NP	F	0	-	508		TRUE	8	FC	AAA	1514	0	843		TRUE	11	HC	A	2057	41	1454	2.67410000E+001									FALSE	5	NP	F	0	-	503		TRUE	8	NP	F	0	-	854		TRUE	11	NP	F	0	-	1430										
If	Sub	HV2	0	0	0	19.872	0									TRUE	5	NP	F	0	-	398		TRUE	8	FC	AA	1144	0	689		TRUE	10	EX	A	1472	16	959	1.98720000E+001									TRUE	5	NP	F	0	-	394		TRUE	8	NP	F	0	-	690		TRUE	10	NP	F	0	-	969										
take me higher	Sub	HV1	0	0	0	21.2895	0									TRUE	4	NP	F	0	-	414		TRUE	7	NP	F	0	-	647		TRUE	10	EX	A	1577	10	1015	2.12895000E+001									TRUE	4	NP	F	0	-	419		TRUE	8	NP	F	0	-	648		TRUE	10	NP	F	0	-	959										
Vinculum stellarum	Sub	PNM1	0	0	0	25.677	0									TRUE	5	NP	F	0	-	473		TRUE	10	EX	A	1902	6	1229	2.56770000E+001	TRUE	12	NC	B	2181	91	1873										TRUE	5	NP	F	0	-	472		TRUE	10	NP	F	0	-	1190		TRUE	12	NP	F	0	-	1903										
眠りの国のステラ	Sub	HV1	0	0	0	28.08	0									TRUE	6	NP	F	0	-	594		TRUE	9	FC	AA	1640	1	946		TRUE	11	EX	A	2080	19	1393	2.80800000E+001									TRUE	6	NP	F	0	-	575		TRUE	9	NP	F	0	-	937		TRUE	11	NP	F	0	-	1405										
ラブキラ☆スプラッシュ	Sub	HV1	0	0	0	30.16	0									TRUE	5	NP	F	0	-	564		TRUE	8	FC	AA	1488	1	838		TRUE	10	FC	AA	2080	1	1267	3.01600000E+001									TRUE	5	NP	F	0	-	517		TRUE	8	NP	F	0	-	758		TRUE	10	NP	F	0	-	1100										
Sparkle Smilin'	Sub	HV2	0	0	0	27.972	0									TRUE	4	NP	F	0	-	462		TRUE	8	FC	AAA	1349	1	756		TRUE	11	EX	AA	1998	16	1243	2.79720000E+001									TRUE	4	NP	F	0	-	456		TRUE	8	NP	F	0	-	746		TRUE	11	NP	F	0	-	1191										
狂水一華	Bits	Bits	5000	9000	11000	27.783	0									FALSE	5	NP	F	0	-	489		TRUE	9	FC	AA	1457	1	888		TRUE	11	EX	A	2058	15	1370	2.77830000E+001									FALSE	5	NP	F	0	-	493		TRUE	9	NP	F	0	-	896		TRUE	11	NP	F	0	-	1336										
Into The Madness	Sub	SV2	0	0	0	24.7185	0									TRUE	5	NP	F	0	-	508		TRUE	8	FC	AA	1397	2	821		TRUE	11	EX	A	1831	20	1286	2.47185000E+001									TRUE	6	NP	F	0	-	539		TRUE	9	NP	F	0	-	806		TRUE	11	NP	F	0	-	1276										
ORCA	Bits	Bits	7000	10000	12000	24.786	0									FALSE	7	NP	F	0	-	681		TRUE	10	EX	A	1836	14	1241	2.47860000E+001	TRUE	12	EC	B	2116	123	1795										FALSE	7	NP	F	0	-	673		TRUE	10	NP	F	0	-	1235		TRUE	12	NP	F	0	-	1789										
バッドエンド・シンドローム	Sub	HV1	0	0	0	34.272	0									TRUE	5	NP	F	0	-	535		TRUE	8	FC	AA	1581	1	892		TRUE	11	EX	AA	2448	16	1497	3.42720000E+001									TRUE	5	NP	F	0	-	491		TRUE	9	NP	F	0	-	940		TRUE	11	NP	F	0	-	1552										
Forgetting Machine	Sub	HV2	0	0	0	21.2715	0									TRUE	5	NP	F	0	-	366		TRUE	8	FC	AAA	1131	3	634		TRUE	10	FC	AA	1467	1	868	2.12715000E+001									TRUE	5	NP	F	0	-	358		TRUE	8	NP	F	0	-	620		TRUE	10	NP	F	0	-	826										
シャムシールの舞	Sub	PNM2	0	0	0	26.595	0									TRUE	4	NP	F	0	-	435		TRUE	8	FC	AA	1365	3	790		TRUE	11	EX	A	1970	19	1294	2.65950000E+001									TRUE	4	NP	F	0	-	435		TRUE	8	NP	F	0	-	798		TRUE	11	NP	F	0	-	1300										
Megalara Garuda	Sub	JB1	0	0	0	22.011	0									TRUE	7	NP	F	0	-	764		TRUE	10	EX	A	1512	15	1012		TRUE	12	NC	B	2001	79	1543	2.20110000E+001									TRUE	7	NP	F	0	-	764		TRUE	10	NP	F	0	-	1031		TRUE	12	NP	F	0	-	1503										
Ypsilon	Sub	BPL1	0	0	0	27.648	0									TRUE	6	NP	F	0	-	567		TRUE	9	FC	AA	1579	1	913		TRUE	11	EX	A	2048	21	1466	2.76480000E+001	TRUE	12	NC	B	2133	83	1801		TRUE	6	NP	F	0	-	579		TRUE	9	NP	F	0	-	896		TRUE	11	NP	F	0	-	1402		TRUE	12	NP	F	0	-	1796		
Jetcoaster Windy	Sub	HV2	0	0	0	26.292	0									TRUE	4	NP	F	0	-	413		TRUE	7	NP	F	0	-	722		TRUE	10	EX	AA	1878	8	1156	2.62920000E+001									TRUE	4	NP	F	0	-	415		TRUE	7	NP	F	0	-	711		TRUE	10	NP	F	0	-	1106										
涙のテ・エストラーニョ・ムーチョ	Bits	Bits	6000	9000	11000	25.649	0									FALSE	6	NP	F	0	-	700		TRUE	9	EX	AA	1676	11	1045		TRUE	11	HC	A	1973	42	1422	2.56490000E+001									FALSE	6	NP	F	0	-	683		TRUE	9	NP	F	0	-	1010		TRUE	11	NP	F	0	-	1582										
THE PEERLESS UNDER HEAVEN	Sub	BV1	0	0	0	20.592	0									TRUE	6	NP	F	0	-	595		TRUE	10	HC	A	1584	36	1066	2.05920000E+001	TRUE	12	F	C	2017	158	1818										TRUE	6	NP	F	0	-	592		TRUE	10	NP	F	0	-	1032		TRUE	12	NP	F	0	-	1801										
無意識のフィロソフィア	Sub	TH1	0	0	0	32.8725	0									TRUE	5	NP	F	0	-	571		TRUE	9	FC	AA	1955	2	1136		TRUE	11	EX	A	2435	15	1682	3.28725000E+001									TRUE	5	NP	F	0	-	574		TRUE	9	NP	F	0	-	1136		TRUE	11	NP	F	0	-	1658										
∀	Sub	BV2	0	0	0	27.898	0	TRUE	3	NP	F	0	-	303		TRUE	7	NP	F	0	-	667		TRUE	10	FC	AA	1924	2	1136	2.78980000E+001	TRUE	12	F	B	2145	150	1802										TRUE	7	NP	F	0	-	661		TRUE	10	NP	F	0	-	1116		TRUE	12	NP	F	0	-	1879										
LOCUS OF THE TRAVEL	Sub	BV2	0	0	0	23.27	0									TRUE	6	NP	F	0	-	561		TRUE	10	HC	A	1790	39	1297	2.32700000E+001	TRUE	12	NP	F	0	-	1920										TRUE	6	NP	F	0	-	563		TRUE	10	NP	F	0	-	1286		TRUE	12	NP	F	0	-	1936										
ディスコルディア	Sub	SV1	0	0	0	27.51	0									TRUE	7	NP	F	0	-	701		TRUE	10	EX	AA	1965	14	1229	2.75100000E+001	TRUE	12	NP	F	0	-	2073										TRUE	7	NP	F	0	-	724		TRUE	10	NP	F	0	-	1258		TRUE	12	NP	F	0	-	2089										
of the first magnitude	Sub	BV1	0	0	0	27.807	0									TRUE	5	NP	F	0	-	523		TRUE	9	EX	AA	1604	19	976		TRUE	11	HC	A	2139	60	1503	2.78070000E+001									TRUE	5	NP	F	0	-	522		TRUE	9	NP	F	0	-	998		TRUE	11	NP	F	0	-	1541										
X-ray binary	Sub	BV2	0	0	0	28.701	0									TRUE	5	NP	F	0	-	500		TRUE	9	FC	AAA	1758	3	983		TRUE	11	EX	A	2126	21	1417	2.87010000E+001									TRUE	5	NP	F	0	-	503		TRUE	9	NP	F	0	-	991		TRUE	11	NP	F	0	-	1424										
-65℃	Sub	BV1	0	0	0	27.384	0									TRUE	7	NP	F	0	-	714		TRUE	10	EX	AA	1956	7	1157	2.73840000E+001	TRUE	12	F	C	2052	226	1912										TRUE	7	NP	F	0	-	716		TRUE	10	NP	F	0	-	1102		TRUE	12	NP	F	0	-	1827										
Breakin' Rules	Sub	BV1	0	0	0	28.701	0									TRUE	6	NP	F	0	-	652		TRUE	9	FC	AA	1551	0	917		TRUE	11	EX	A	2126	16	1396	2.87010000E+001									TRUE	7	NP	F	0	-	741		TRUE	10	NP	F	0	-	1050		TRUE	12	NP	F	0	-	1630										
Euphoric Lagoon	Sub	BV2	0	0	0	29.946	0									TRUE	5	NP	F	0	-	448		TRUE	8	FC	AA	1435	0	815		TRUE	10	EX	AA	2139	7	1312	2.99460000E+001									TRUE	5	NP	F	0	-	449		TRUE	8	NP	F	0	-	790		TRUE	10	NP	F	0	-	1309										
水鏡の異界	Sub	BV1	0	0	0	21.063	0									TRUE	5	NP	F	0	-	452		TRUE	9	EX	AA	1461	11	889		TRUE	12	EC	B	2006	98	1661	2.10630000E+001									TRUE	5	NP	F	0	-	452		TRUE	9	NP	F	0	-	913		TRUE	12	NP	F	0	-	1668										
Pārvatī	Sub	BV2	0	0	0	25.701	0									TRUE	5	NP	F	0	-	523		TRUE	9	EX	AA	1605	3	940		TRUE	12	HC	A	1977	41	1467	2.57010000E+001									TRUE	5	NP	F	0	-	529		TRUE	9	NP	F	0	-	948		TRUE	12	NP	F	0	-	1430										
S-Bahn	Sub	BV1	0	0	0	26.1435	0									TRUE	4	NP	F	0	-	491		TRUE	7	NP	F	0	-	800		TRUE	9	FC	AA	1803	4	1092	2.61435000E+001									TRUE	5	NP	F	0	-	525		TRUE	7	NP	F	0	-	799		TRUE	9	NP	F	0	-	1093										
COSMIC RAY	Sub	BV2	0	0	0	20.319	0									TRUE	7	NP	F	0	-	667		TRUE	10	HC	A	1563	29	1130	2.03190000E+001	TRUE	12	NP	F	0	-	1509										TRUE	7	NP	F	0	-	691		TRUE	10	NP	F	0	-	1122		TRUE	12	NP	F	0	-	1471										
乱膳の舞姫	Sub	BV2	0	0	0	24.557	0									TRUE	6	NP	F	0	-	537		TRUE	9	FC	AA	1595	1	927		TRUE	11	HC	A	1889	37	1382	2.45570000E+001									TRUE	6	NP	F	0	-	574		TRUE	9	NP	F	0	-	919		TRUE	11	NP	F	0	-	1392										
Vitrum	Sub	BV1	0	0	0	24.541	0									TRUE	6	NP	F	0	-	554		TRUE	9	FC	AA	1521	0	905		TRUE	12	NC	B	2231	89	1848	2.45410000E+001									TRUE	6	NP	F	0	-	580		TRUE	9	NP	F	0	-	910		TRUE	12	NP	F	0	-	1703										
霧幻メモリア	Sub	BV1	0	0	0	22.918	0									TRUE	5	NP	F	0	-	482		TRUE	7	EX	AA	1229	5	726		TRUE	10	EX	AA	1637	5	1026	2.29180000E+001									TRUE	5	NP	F	0	-	487		TRUE	7	NP	F	0	-	779		TRUE	10	NP	F	0	-	1154										
Winner's Proof ft. KANASA from bless4	Sub	BPL1	0	0	0	25.914	0	TRUE	1	NP	F	0	-	138		TRUE	4	NP	F	0	-	385		TRUE	7	NP	F	0	-	696		TRUE	10	EX	AA	1851	4	1118	2.59140000E+001									TRUE	4	NP	F	0	-	386		TRUE	7	NP	F	0	-	678		TRUE	10	NP	F	0	-	1089										
Sinus Iridum	Sub	BV2	0	0	0	20.514	0									TRUE	7	NP	F	0	-	651		TRUE	11	HC	A	1578	32	1101	2.05140000E+001	TRUE	12	NP	F	0	-	1803										TRUE	7	NP	F	0	-	651		TRUE	11	NP	F	0	-	1229		TRUE	12	NP	F	0	-	1814										
Empire of Fury	Bits	Bits	7000	10000	12000	23.2335	0									FALSE	7	NP	F	0	-	700		TRUE	10	EX	A	1721	15	1110	2.32335000E+001	TRUE	12	NP	F	0	-	1700										FALSE	7	NP	F	0	-	680		TRUE	10	NP	F	0	-	1088		TRUE	12	NP	F	0	-	1619										
Rub-a Dub-a	Sub	BV2	0	0	0	25.018	0									TRUE	5	NP	F	0	-	480		TRUE	8	FC	AA	1326	1	772		TRUE	10	EX	AA	1787	6	1102	2.50180000E+001									TRUE	5	NP	F	0	-	461		TRUE	8	NP	F	0	-	737		TRUE	9	NP	F	0	-	1113										
Tiempo Loco	Sub	BV1	0	0	0	24.08	0									TRUE	5	NP	F	0	-	545		TRUE	10	EX	AA	1720	6	1035	2.40800000E+001	TRUE	12	F	B	2303	115	1884										TRUE	5	NP	F	0	-	550		TRUE	10	NP	F	0	-	1062		TRUE	12	NP	F	0	-	1740										
水無月の雫 ft. 小林まな	Sub	BV2	0	0	0	27.432	0									TRUE	6	NP	F	0	-	633		TRUE	8	FC	AA	1610	0	908		TRUE	10	EX	A	2032	12	1313	2.74320000E+001									TRUE	6	NP	F	0	-	625		TRUE	9	NP	F	0	-	1006		TRUE	11	NP	F	0	-	1471										
Rubrum Piano	Bits	Bits	5000	9000	11500	24.246	0									FALSE	5	NP	F	0	-	492		TRUE	9	FC	AA	1417	3	877		TRUE	11	EX	A	1796	12	1253	2.42460000E+001									FALSE	5	NP	F	0	-	491		TRUE	9	NP	F	0	-	837		TRUE	12	NP	F	0	-	1244										
閠槞彁の願い	Bits	Bits	6000	10000	12000	23.2875	0									FALSE	6	NP	F	0	-	533		TRUE	10	EX	A	1725	15	1109	2.32875000E+001	TRUE	12	F	D	1253	443	1613										FALSE	6	NP	F	0	-	530		TRUE	10	NP	F	0	-	1061		TRUE	12	NP	F	0	-	1683										
Midnight Drive	Sub	BV1	0	0	0	19.916	0									TRUE	3	NP	F	0	-	308		TRUE	8	FC	AA	1113	0	675		TRUE	10	HC	A	1532	28	1016	1.99160000E+001									TRUE	3	NP	F	0	-	319		TRUE	8	NP	F	0	-	653		TRUE	10	NP	F	0	-	968										
Lovely Howdy Cowboy!!	Sub	BV2	0	0	0	27.864	0									TRUE	6	NP	F	0	-	550		TRUE	9	FC	AA	1572	6	946		TRUE	11	EX	A	2064	23	1405	2.78640000E+001									TRUE	6	NP	F	0	-	539		TRUE	9	NP	F	0	-	947		TRUE	11	NP	F	0	-	1373										
Frisk And Squeak	Sub	BV1	0	0	0	26.964	0									TRUE	4	NP	F	0	-	407		TRUE	8	FC	AA	1344	4	801		TRUE	10	EX	AA	1926	17	1228	2.69640000E+001									TRUE	4	NP	F	0	-	428		TRUE	8	NP	F	0	-	811		TRUE	10	NP	F	0	-	1230										
Party Starter	Sub	BV1	0	0	0	26.838	0									TRUE	4	NP	F	0	-	502		TRUE	8	FC	AAA	1398	1	780		TRUE	10	EX	AA	1917	4	1170	2.68380000E+001									TRUE	4	NP	F	0	-	501		TRUE	8	NP	F	0	-	819		TRUE	10	NP	F	0	-	1139										
